ID,Gender,Use_Facebook,Use_Twitter
953,Male,No,No
964,Male,Yes,No
955,Male,Yes,No
958,Female,No,No
956,Male,Yes,No
949,Male,Yes,Yes
944,Female,Yes,No
943,Female,No,Yes
946,Male,No,No
947,Female,Yes,No
3128,Female,Yes,No
3398,Male,Yes,No
1969,Female,No,No
3402,Female,Yes,No
1968,Female,No,No
3405,Female,No,No
1974,Male,No,No
3519,Male,No,No
1976,Male,Yes,No
2610,Male,Yes,No
3521,Female,Yes,No
2613,Female,Yes,No
3522,Female,Yes,No
1825,Male,Yes,No
716,Female,Yes,Yes
717,Male,Yes,Yes
718,Female,Yes,No
735,Male,Yes,No
720,Male,No,No
723,Female,Yes,Yes
726,Female,Yes,No
724,Male,Yes,Yes
727,Female,Yes,No
731,Male,Yes,No
733,Male,No,No
732,Male,Yes,No
1763,Male,No,No
1765,Male,Yes,Yes
1757,Male,Yes,No
1764,Male,No,No
1758,Female,No,No
1762,Female,Yes,No
1753,Female,No,No
1766,Female,No,Yes
1750,Male,No,No
1755,Female,Yes,No
218,Male,Yes,No
220,Female,Yes,No
222,Female,Yes,No
226,Female,Yes,No
228,Male,Yes,No
282,Male,No,No
205,Female,Yes,No
204,Male,No,No
206,Male,No,No
183,Female,No,No
254,Male,No,No
163,Female,No,No
345,Female,Yes,Yes
344,Female,No,No
253,Male,Yes,No
162,Female,Yes,Yes
203,Female,No,No
844,Female,No,No
846,Female,No,No
847,Female,Yes,No
851,Female,Yes,No
853,Female,Yes,No
858,Male,No,No
862,Female,Yes,No
864,Female,No,No
865,Male,No,No
866,Male,Yes,No
869,Male,Yes,No
871,Female,Yes,No
870,Male,Yes,No
874,Female,Yes,No
877,Female,Yes,No
881,Female,Yes,No
882,Male,Yes,No
883,Female,Yes,No
899,Female,No,No
900,Female,Yes,No
905,Male,Yes,No
908,Female,Yes,No
906,Female,Yes,Yes
1870,Male,Yes,No
1878,Male,No,No
1871,Female,Yes,No
887,Male,Yes,Yes
894,Female,No,No
897,Male,Yes,Yes
896,Male,Yes,Yes
899,Male,Yes,Yes
900,Male,No,No
905,Female,No,No
909,Male,Yes,No
30,Male,Yes,No
29,Female,Yes,No
31,Male,No,No
33,Male,No,No
32,Male,Yes,No
36,Female,Yes,No
35,Female,No,No
38,Female,Yes,No
43,Female,Yes,No
42,Male,Yes,Yes
47,Female,Yes,Yes
108,Female,Yes,No
1923,Male,Yes,Yes
3023,Male,No,No
1920,Female,Yes,No
2863,Male,Yes,No
774,Female,Yes,No
1609,Female,Yes,Yes
1613,Male,No,No
1619,Male,Yes,No
1614,Male,Yes,Yes
1094,Female,Yes,No
1098,Female,No,No
1100,Female,Yes,Yes
1096,Male,No,No
1103,Female,Yes,No
1099,Male,No,No
516,Male,Yes,No
509,Male,Yes,No
3238,Male,No,No
523,Male,No,No
526,Female,No,No
528,Female,No,No
525,Male,No,No
317,Male,Yes,No
318,Male,Yes,No
451,Male,No,No
316,Male,Yes,No
351,Male,Yes,Yes
2055,Female,No,No
2058,Female,Yes,No
3144,Female,No,No
2053,Male,No,No
2057,Male,No,Yes
2068,Female,No,No
2069,Female,Yes,No
2064,Female,Yes,No
3093,Female,Yes,No
3103,Female,No,No
3095,Female,No,No
3382,Male,No,No
3092,Female,Yes,No
59,Male,Yes,No
58,Female,No,No
60,Female,Yes,No
62,Male,Yes,No
63,Female,Yes,Yes
69,Male,Yes,No
71,Female,Yes,No
73,Male,Yes,No
30,Female,No,No
594,Female,Yes,Yes
595,Female,No,No
597,Male,Yes,No
355,Male,Yes,No
598,Male,No,No
31,Male,No,No
39,Female,Yes,No
37,Male,Yes,No
40,Male,Yes,No
344,Male,Yes,Yes
349,Female,Yes,No
2356,Male,Yes,No
2360,Female,Yes,No
2361,Female,No,No
345,Male,No,No
3416,Male,No,No
2508,Female,Yes,No
2515,Male,Yes,No
382,Female,No,No
383,Male,No,No
378,Female,No,No
3192,Female,Yes,Yes
376,Male,Yes,No
372,Female,Yes,No
371,Male,Yes,Yes
407,Male,Yes,No
372,Female,Yes,No
290,Male,No,No
236,Male,No,No
2935,Male,Yes,Yes
2943,Male,Yes,No
2844,Female,No,No
2833,Male,No,No
2837,Female,Yes,No
2834,Female,Yes,No
2838,Female,Yes,No
2839,Male,Yes,No
2794,Male,No,No
2933,Male,Yes,Yes
2636,Female,Yes,No
2792,Female,No,No
2638,Male,Yes,Yes
2932,Female,Yes,No
1002,Male,No,No
3024,Male,No,No
1003,Female,Yes,No
2795,Male,No,No
1646,Male,Yes,No
1649,Female,No,No
3157,Female,No,No
2504,Female,Yes,Yes
2764,Male,Yes,Yes
2763,Female,No,No
2085,Female,No,No
2505,Female,No,No
798,Male,Yes,No
802,Male,Yes,No
803,Male,No,No
799,Female,No,No
791,Female,No,No
910,Male,No,No
916,Female,No,No
925,Female,Yes,No
924,Female,Yes,No
929,Male,No,No
930,Female,Yes,No
2787,Female,Yes,Yes
1078,Female,Yes,Yes
2768,Female,Yes,Yes
3030,Male,No,No
3033,Female,Yes,No
3031,Female,Yes,No
2781,Male,Yes,No
1079,Female,No,No
3028,Female,Yes,No
3034,Female,Yes,No
933,Female,No,No
932,Female,Yes,No
935,Female,No,No
937,Male,Yes,Yes
947,Female,Yes,No
158,Female,Yes,Yes
153,Female,Yes,No
125,Female,No,No
245,Female,Yes,No
235,Female,No,No
202,Female,Yes,Yes
197,Male,Yes,Yes
210,Female,Yes,Yes
196,Female,No,No
259,Male,Yes,No
954,Male,Yes,No
957,Male,Yes,Yes
959,Female,No,No
962,Female,Yes,No
961,Male,Yes,No
964,Male,Yes,Yes
963,Female,Yes,No
969,Female,No,No
971,Female,Yes,No
974,Male,Yes,No
3111,Male,Yes,Yes
2918,Male,No,No
2917,Male,No,No
2915,Female,Yes,No
2924,Female,Yes,No
2930,Female,Yes,Yes
2923,Female,Yes,No
2922,Female,No,No
2928,Male,Yes,No
588,Female,Yes,No
593,Male,No,No
584,Female,No,No
577,Male,No,No
581,Male,No,No
583,Female,No,No
979,Male,Yes,No
982,Female,Yes,No
986,Male,Yes,Yes
997,Female,Yes,No
1001,Male,No,No
1003,Female,Yes,Yes
1002,Female,Yes,No
1005,Male,No,No
1010,Female,Yes,No
1013,Female,Yes,No
1014,Female,Yes,Yes
1019,Female,Yes,No
2729,Female,No,No
2728,Female,Yes,Yes
2722,Male,Yes,No
2720,Male,Yes,No
1555,Female,Yes,No
1553,Male,Yes,No
1552,Male,Yes,No
1020,Male,No,No
1024,Male,Yes,No
1027,Male,No,Yes
1029,Female,No,No
1031,Female,Yes,Yes
1032,Male,Yes,No
1033,Female,Yes,No
1035,Female,Yes,No
1034,Male,Yes,No
1036,Male,Yes,No
1041,Female,No,No
1042,Female,No,No
1045,Female,No,No
1044,Female,No,No
1048,Female,No,No
1052,Male,No,No
1050,Male,No,No
1053,Female,No,No
1054,Male,Yes,No
1055,Female,No,No
1056,Female,Yes,No
1059,Female,Yes,No
1057,Male,Yes,No
1061,Male,Yes,Yes
1063,Male,Yes,No
1062,Male,Yes,No
1064,Male,Yes,Yes
2460,Female,Yes,No
1855,Male,No,No
2292,Male,No,No
3045,Male,Yes,No
1860,Female,Yes,No
1862,Male,No,Yes
3152,Female,Yes,No
3153,Male,Yes,No
2293,Male,Yes,No
201,Male,No,No
132,Male,No,No
454,Male,No,No
80,Female,Yes,No
485,Male,No,No
481,Female,Yes,No
449,Female,Yes,No
105,Male,No,No
2887,Female,Yes,No
2876,Female,No,No
2875,Male,No,No
2880,Female,Yes,Yes
2878,Male,No,No
2883,Female,No,No
2889,Female,No,No
2891,Male,No,No
1065,Female,Yes,No
1068,Female,Yes,No
1071,Female,No,No
1075,Female,Yes,No
1074,Male,Yes,No
1076,Male,No,No
3184,Male,No,No
1010,Female,Yes,No
3409,Male,Yes,Yes
1007,Female,Yes,No
1014,Male,No,No
1017,Female,Yes,Yes
1018,Female,Yes,Yes
1019,Male,No,Yes
1022,Male,Yes,No
1021,Female,No,No
1025,Male,No,No
401,Male,Yes,Yes
403,Female,Yes,No
398,Female,Yes,No
406,Female,Yes,Yes
405,Female,Yes,No
399,Male,No,No
408,Female,Yes,No
407,Female,Yes,No
410,Female,No,No
409,Female,Yes,Yes
413,Female,No,No
414,Female,No,No
416,Female,No,No
419,Male,Yes,No
417,Male,No,Yes
621,Male,Yes,No
625,Male,No,No
628,Male,Yes,No
623,Female,Yes,No
629,Female,Yes,No
627,Male,No,No
3376,Female,Yes,No
3377,Female,Yes,No
633,Male,Yes,Yes
1925,Male,Yes,No
1928,Male,No,No
1929,Female,Yes,No
2658,Male,Yes,Yes
2659,Female,Yes,No
2660,Male,No,No
2661,Female,Yes,No
600,Male,Yes,Yes
606,Male,Yes,Yes
910,Male,Yes,No
615,Female,Yes,No
619,Female,Yes,No
612,Male,Yes,Yes
609,Female,Yes,Yes
618,Female,Yes,Yes
613,Female,Yes,Yes
1086,Male,Yes,No
1089,Male,Yes,No
1091,Female,No,No
1092,Female,Yes,Yes
1095,Female,No,No
1097,Male,Yes,Yes
1099,Female,Yes,Yes
1101,Male,No,No
1104,Female,Yes,Yes
1106,Male,No,No
1105,Male,Yes,No
2237,Male,Yes,No
2236,Female,Yes,Yes
2241,Female,No,No
786,Male,Yes,No
2240,Female,No,No
2235,Female,Yes,No
1827,Male,Yes,No
2243,Male,No,No
1829,Female,Yes,No
1830,Male,Yes,No
1423,Female,No,No
1828,Male,No,No
1452,Female,No,No
1455,Male,Yes,No
1454,Female,No,No
1456,Male,Yes,No
1457,Female,No,No
1460,Female,No,No
1467,Female,Yes,No
1466,Male,Yes,Yes
1472,Male,Yes,No
1474,Female,No,No
2364,Male,Yes,Yes
2372,Male,No,No
2374,Male,Yes,No
2371,Male,No,No
2365,Female,No,No
2427,Male,No,No
2423,Female,No,No
2424,Female,Yes,No
2421,Male,No,No
2426,Male,Yes,Yes
2428,Male,No,No
1114,Male,Yes,No
1113,Female,Yes,No
1115,Male,Yes,Yes
1116,Male,No,No
1117,Male,Yes,Yes
1120,Female,Yes,No
1124,Female,No,No
1127,Male,Yes,Yes
1126,Male,Yes,No
1129,Male,Yes,No
1983,Male,Yes,No
1990,Female,No,No
2002,Male,Yes,Yes
1996,Male,Yes,No
2005,Male,Yes,No
2001,Female,Yes,Yes
1998,Male,No,No
1994,Male,No,No
1999,Female,Yes,No
1132,Male,Yes,No
1141,Male,No,No
1142,Female,Yes,No
1145,Male,No,No
1150,Female,No,No
1153,Male,Yes,No
1155,Female,No,No
1156,Female,No,No
1159,Male,No,No
1164,Male,No,No
1169,Male,Yes,No
1170,Female,No,No
418,Male,No,No
420,Male,Yes,No
423,Male,Yes,No
424,Female,Yes,No
425,Female,Yes,No
428,Female,Yes,No
429,Female,Yes,No
430,Female,Yes,No
432,Male,Yes,No
431,Female,Yes,Yes
433,Female,No,No
434,Female,No,No
436,Female,No,No
437,Female,No,No
1176,Male,No,No
1177,Female,Yes,No
1178,Female,Yes,No
1183,Female,No,No
1185,Female,Yes,Yes
1187,Male,No,No
1191,Male,No,No
1192,Female,No,Yes
1327,Male,Yes,No
3059,Female,Yes,No
1309,Male,No,No
1310,Male,No,No
1311,Male,Yes,No
3061,Male,Yes,No
1325,Male,No,No
1196,Male,No,No
1205,Female,No,No
1206,Female,Yes,Yes
1209,Female,Yes,No
1207,Female,Yes,No
1211,Female,Yes,Yes
1213,Female,Yes,No
1214,Female,Yes,No
1216,Female,Yes,No
1223,Male,No,No
1221,Male,Yes,No
1230,Female,No,No
1235,Male,Yes,No
225,Female,Yes,No
287,Female,No,No
353,Female,Yes,No
182,Female,Yes,Yes
127,Male,Yes,No
128,Female,Yes,Yes
159,Female,Yes,Yes
89,Female,Yes,No
460,Male,Yes,No
277,Female,No,No
459,Male,No,No
444,Male,No,No
181,Male,Yes,Yes
339,Male,Yes,No
256,Female,Yes,Yes
73,Male,Yes,No
65,Female,No,No
84,Male,No,No
98,Male,Yes,Yes
194,Female,Yes,No
200,Male,No,No
71,Male,Yes,Yes
53,Female,No,No
145,Male,No,No
176,Male,No,No
199,Female,Yes,No
146,Male,No,No
195,Male,Yes,No
191,Female,Yes,No
659,Female,Yes,No
654,Male,No,No
658,Female,No,No
1233,Female,Yes,No
660,Male,No,No
647,Female,Yes,No
648,Female,No,No
650,Male,Yes,Yes
646,Female,No,No
1734,Female,Yes,No
1738,Female,No,No
1736,Male,Yes,No
1741,Female,Yes,No
1740,Male,No,No
3365,Male,Yes,No
1743,Female,Yes,No
1737,Male,No,No
1742,Female,No,No
1722,Female,No,No
1723,Female,Yes,No
1725,Female,Yes,No
1729,Female,Yes,No
1731,Male,Yes,No
3363,Male,Yes,Yes
1730,Male,No,No
1733,Female,Yes,Yes
1732,Male,No,No
1727,Male,No,No
1726,Male,No,No
832,Male,Yes,No
834,Male,Yes,Yes
840,Male,Yes,Yes
838,Female,Yes,No
824,Male,Yes,No
835,Female,Yes,No
830,Female,No,Yes
836,Male,No,No
2790,Male,Yes,Yes
3500,Male,No,No
828,Male,Yes,Yes
822,Male,Yes,No
821,Male,No,Yes
215,Female,Yes,No
3114,Female,Yes,No
1811,Female,Yes,No
3119,Male,Yes,No
216,Male,No,No
1815,Female,No,No
3122,Female,Yes,No
3126,Female,No,No
453,Female,No,No
451,Female,Yes,No
460,Female,Yes,No
3320,Male,Yes,No
449,Female,No,No
456,Female,No,No
454,Female,No,No
455,Female,Yes,No
467,Male,No,No
3317,Female,No,No
468,Male,Yes,No
1183,Female,Yes,No
1546,Male,Yes,No
1548,Male,No,No
1770,Male,Yes,No
1772,Male,Yes,Yes
1771,Female,Yes,No
1773,Male,Yes,No
3166,Female,No,No
1775,Female,Yes,No
1777,Male,No,No
1784,Female,Yes,Yes
1786,Male,Yes,No
1782,Male,No,No
1778,Male,No,No
1783,Female,Yes,Yes
1781,Female,No,No
1779,Female,No,No
2703,Male,No,No
2697,Male,No,No
2702,Female,Yes,No
2700,Male,No,No
2699,Female,No,No
2684,Female,Yes,No
2693,Male,No,No
2690,Female,No,No
2687,Male,Yes,Yes
1192,Male,Yes,No
841,Male,No,No
843,Male,No,No
3079,Male,Yes,No
3076,Male,No,No
3074,Male,No,No
137,Male,No,No
138,Female,Yes,No
1818,Female,No,No
1819,Male,Yes,Yes
3082,Female,Yes,No
3081,Female,Yes,No
446,Female,Yes,No
439,Female,Yes,No
441,Female,Yes,No
440,Female,Yes,Yes
1264,Female,No,No
442,Male,Yes,Yes
437,Male,Yes,Yes
429,Male,No,No
434,Male,No,No
3064,Male,Yes,No
227,Female,Yes,No
230,Male,Yes,No
2338,Male,Yes,No
3388,Female,Yes,Yes
2461,Female,Yes,No
3071,Female,Yes,No
3069,Female,Yes,No
2464,Female,No,No
3072,Male,Yes,No
112,Female,No,No
1448,Female,No,No
2189,Female,Yes,No
2187,Female,Yes,No
1450,Female,Yes,No
1452,Female,No,No
2186,Female,Yes,No
113,Female,No,No
1453,Female,No,No
319,Female,No,No
318,Female,No,No
316,Male,No,No
135,Male,Yes,No
90,Male,Yes,Yes
136,Male,Yes,No
44,Female,Yes,No
54,Male,Yes,No
79,Male,Yes,No
24,Male,No,No
91,Female,No,No
137,Female,Yes,No
12,Male,Yes,No
2304,Male,Yes,No
2984,Male,No,No
895,Female,No,No
896,Male,No,No
2983,Male,Yes,No
2300,Male,No,No
2986,Female,No,No
2987,Male,Yes,No
2308,Male,No,No
2990,Female,Yes,No
2311,Female,No,No
2991,Female,Yes,No
2994,Male,Yes,No
2760,Male,No,No
2821,Female,No,No
3130,Male,Yes,Yes
3135,Male,No,No
2674,Female,No,No
2668,Male,No,No
2663,Female,Yes,Yes
2671,Male,Yes,No
3137,Female,No,No
1239,Female,No,No
1238,Female,Yes,Yes
1243,Female,No,No
1244,Male,Yes,No
1245,Male,Yes,No
1249,Male,No,No
1248,Male,No,No
1105,Female,Yes,No
1112,Female,No,No
2131,Female,Yes,Yes
2133,Male,No,No
2135,Female,Yes,No
2140,Female,No,No
2134,Male,Yes,No
2139,Female,Yes,No
2141,Male,No,No
1260,Female,Yes,No
1268,Female,Yes,No
1271,Female,No,No
1273,Male,No,No
1272,Female,No,No
1276,Male,No,No
1274,Male,No,No
1278,Female,Yes,No
1399,Male,Yes,No
1400,Male,Yes,No
3229,Male,No,No
1402,Male,Yes,No
1405,Female,No,No
1406,Female,Yes,Yes
1408,Male,No,No
1411,Male,Yes,No
1413,Female,Yes,No
2495,Female,Yes,No
2491,Male,No,No
2488,Male,No,No
2493,Female,No,No
2499,Male,Yes,No
2498,Male,No,No
2815,Female,No,No
2817,Male,No,No
2503,Female,Yes,No
2818,Male,No,No
2813,Female,Yes,No
2753,Female,No,No
2566,Female,Yes,No
2573,Male,No,Yes
2581,Male,Yes,Yes
2579,Male,No,Yes
2578,Female,Yes,No
2577,Male,Yes,No
1286,Female,Yes,Yes
1294,Female,Yes,No
1301,Male,No,No
2451,Female,No,No
2452,Female,No,No
2449,Female,Yes,Yes
2448,Female,Yes,Yes
2459,Female,Yes,No
2748,Female,Yes,No
2750,Male,Yes,No
2752,Male,No,No
3478,Female,No,No
2600,Female,No,No
3541,Male,Yes,No
2599,Female,Yes,No
2605,Male,Yes,Yes
2597,Male,No,No
2595,Female,Yes,Yes
2596,Female,No,No
2590,Female,Yes,No
850,Female,Yes,No
849,Female,Yes,No
853,Male,Yes,Yes
857,Female,Yes,No
851,Male,Yes,Yes
854,Male,Yes,No
859,Female,Yes,No
2797,Female,Yes,Yes
861,Female,No,No
862,Female,No,No
869,Female,Yes,No
863,Female,Yes,Yes
867,Female,Yes,Yes
865,Female,Yes,No
1304,Male,No,No
1307,Female,Yes,No
1308,Female,No,No
1313,Male,Yes,No
1317,Female,No,No
1314,Female,No,No
1315,Female,Yes,No
1320,Male,Yes,No
1324,Female,Yes,No
1325,Female,No,No
1327,Female,Yes,Yes
1326,Female,Yes,Yes
1329,Female,No,No
1335,Male,No,No
1340,Female,Yes,No
1338,Female,No,No
171,Female,No,No
170,Male,Yes,No
352,Female,No,No
276,Male,No,No
180,Female,No,No
212,Male,Yes,No
172,Male,Yes,No
258,Female,Yes,Yes
346,Female,Yes,Yes
257,Male,Yes,No
173,Male,No,No
2247,Female,Yes,No
3531,Male,Yes,Yes
3529,Male,No,No
3532,Female,No,No
2246,Male,Yes,No
2256,Male,Yes,Yes
2248,Male,Yes,Yes
2249,Male,Yes,No
2250,Male,Yes,No
3534,Female,Yes,No
2259,Female,Yes,No
2260,Female,Yes,No
2262,Male,No,No
2268,Female,No,Yes
3724,Female,No,Yes
2266,Female,Yes,No
1355,Male,Yes,Yes
1357,Female,Yes,No
1358,Male,Yes,Yes
1356,Female,No,Yes
1359,Male,Yes,No
1364,Female,No,No
1362,Female,Yes,Yes
1372,Female,No,No
1379,Male,No,No
1380,Male,Yes,Yes
1381,Female,Yes,No
1384,Female,Yes,No
1388,Female,No,No
1389,Female,Yes,No
1391,Male,Yes,No
1396,Female,Yes,No
1392,Female,No,No
1394,Male,Yes,Yes
1395,Female,Yes,No
1398,Male,Yes,Yes
1397,Female,Yes,No
1399,Male,No,No
1402,Male,Yes,No
1400,Female,No,No
1401,Male,No,No
1405,Male,Yes,No
1406,Female,No,No
1407,Male,No,No
1412,Male,Yes,No
1415,Female,Yes,No
1414,Female,Yes,Yes
1417,Male,No,No
1418,Female,No,No
1420,Female,No,No
1419,Female,Yes,No
1426,Female,No,No
1428,Male,Yes,No
1429,Male,No,No
22,Male,Yes,No
155,Female,Yes,No
150,Female,Yes,No
153,Female,No,No
151,Male,No,No
148,Male,No,No
1196,Female,Yes,No
1203,Female,Yes,Yes
1200,Male,Yes,No
1431,Male,No,No
1433,Female,Yes,Yes
1435,Female,Yes,No
1436,Female,Yes,Yes
1438,Female,No,No
1442,Male,No,No
1439,Male,No,No
1446,Male,Yes,No
1449,Male,No,No
2810,Male,Yes,No
2809,Female,Yes,No
3605,Female,No,No
2800,Female,Yes,Yes
3666,Male,No,No
3665,Female,No,No
2803,Female,Yes,Yes
3668,Female,Yes,No
2902,Female,Yes,No
3729,Male,No,No
